,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
4090,NCGC00159349-02,WWYNJERNGUHSAO-XUDSTZEESA-N,NCGC00159349-02,4090,training,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
4091,NCGC00254066-01,OUPZKGBUJRBPGC-UHFFFAOYSA-N,NCGC00254066-01,4091,training,1.0,0.0,0.0,0.0,,,0.0,,1.0,1.0,1.0,0.0,1.0
4092,NCGC00015830-02,RXBKMJIPNDOHFR-UHFFFAOYSA-N,NCGC00015830-02,4092,training,2.0,1.0,1.0,0.0,,1.0,0.0,0.0,,,,0.0,0.0
4093,NCGC00254791-01,FBOUIAKEJMZPQG-AWNIVKPZSA-N,NCGC00254791-01,4093,training,,,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,0.0
4094,NCGC00164613-01,CHNUOJQWGUIOLD-SMTGYRLFSA-N,NCGC00164613-01,4094,training,,0.0,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0
4095,NCGC00024643-03,UYNVMODNBIQBMV-UHFFFAOYSA-N,NCGC00024643-03,4095,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4096,NCGC00018098-04,UXZFQZANDVDGMM-UHFFFAOYSA-N,NCGC00018098-04,4096,training,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0
4097,NCGC00016334-01,PBBGSZCBWVPOOL-HDICACEKSA-N,NCGC00016334-01,4097,training,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,0.0,,1.0,1.0
4098,NCGC00090965-03,QELSKZZBTMNZEB-UHFFFAOYSA-N,NCGC00090965-03,4098,training,,,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,0.0
4099,NCGC00167478-01,FODTZLFLDFKIQH-FSVGXZBPSA-N,NCGC00167478-01,4099,training,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,,,1.0
4100,NCGC00095086-01,LUALIOATIOESLM-UHFFFAOYSA-N,NCGC00095086-01,4100,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0
4101,NCGC00015741-06,HCZKYJDFEPMADG-TXEJJXNPSA-N,NCGC00015741-06,4101,training,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,1.0,0.0
4102,NCGC00166134-01,UOACKFBJUYNSLK-XRKIENNPSA-N,NCGC00166134-01,4102,training,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
4103,NCGC00160479-01,KRMKBOUUDPUIDK-UHFFFAOYSA-N,NCGC00160479-01,4103,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4104,NCGC00160606-01,QFVAWNPSRQWSDU-UHFFFAOYSA-N,NCGC00160606-01,4104,training,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,0.0
4105,NCGC00159458-03,FQCKMBLVYCEXJB-MNSAWQCASA-L,NCGC00159458-03,4105,training,2.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,,0.0
4106,NCGC00017018-01,JXQGSRKVFQSVTR-UHFFFAOYSA-K,NCGC00017018-01,4106,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4107,NCGC00185756-01,IIUMCNJTGSMNRO-VVSKJQCTSA-L,NCGC00185756-01,4107,training,,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0
4108,NCGC00091038-01,FHHPUSMSKHSNKW-SMOYURAASA-M,NCGC00091038-01,4108,training,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
4109,NCGC00181773-01,HQPVVKXJNZEAFW-UHFFFAOYSA-M,NCGC00181773-01,4109,training,,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0
4110,NCGC00017129-01,QQILXENAYPUNEA-UHFFFAOYSA-M,NCGC00017129-01,4110,training,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4111,NCGC00165774-02,IFEJLMHZNQJGQU-KXXGZHCCSA-M,NCGC00165774-02,4111,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4112,NCGC00167432-01,TVTJZMHAIQQZTL-HREVRLCXSA-M,NCGC00167432-01,4112,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4113,NCGC00181094-01,KTVKGXZZBQCBGD-UHFFFAOYSA-M,NCGC00181094-01,4113,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4114,NCGC00093656-01,ODZBBRURCPAEIQ-PIXDULNESA-N,NCGC00093656-01,4114,training,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4115,NCGC00181015-01,CIUUIPMOFZIWIZ-UHFFFAOYSA-N,NCGC00181015-01,4115,training,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4116,NCGC00166146-01,PWZUUYSISTUNDW-VAFBSOEGSA-N,NCGC00166146-01,4116,training,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.0
4117,NCGC00063341-02,NTNZDKLXIBVSQQ-UHFFFAOYSA-N,NCGC00063341-02,4117,training,,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
4118,NCGC00183125-01,DKHGMERMDICWDU-GHDNBGIDSA-N,NCGC00183125-01,4118,training,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4119,NCGC00163699-01,NGGMYCMLYOUNGM-CSDLUJIJSA-N,NCGC00163699-01,4119,training,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
4120,NCGC00166147-02,ILYCWAKSDCYMBB-OPCMSESCSA-N,NCGC00166147-02,4120,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0
4121,NCGC00257183-01,FIHBHSQYSYVZQE-UHFFFAOYSA-N,NCGC00257183-01,4121,training,,0.0,0.0,1.0,,,,1.0,1.0,1.0,,0.0,1.0
4122,NCGC00258264-01,FMMWHPNWAFZXNH-UHFFFAOYSA-N,NCGC00258264-01,4122,training,,1.0,0.0,1.0,,,,1.0,1.0,0.0,1.0,,1.0
4123,NCGC00160652-02,CRRKVZVYZQXICQ-RJJCNJEVSA-N,NCGC00160652-02,4123,training,,0.0,1.0,0.0,0.0,,1.0,0.0,,0.0,,0.0,0.0
4124,NCGC00260013-01,XIYPXOFSURQTTJ-UHFFFAOYSA-N,NCGC00260013-01,4124,training,,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,
4125,NCGC00016544-01,NCMZQTLCXHGLOK-ZKHIMWLXSA-N,NCGC00016544-01,4125,training,,,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0
4126,NCGC00254338-01,JZODKRWQWUWGCD-UHFFFAOYSA-N,NCGC00254338-01,4126,training,,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,
4127,NCGC00025200-01,SJYFDORQYYEJLB-UHFFFAOYSA-N,NCGC00025200-01,4127,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4128,NCGC00258849-01,QBDSZLJBMIMQRS-UHFFFAOYSA-N,NCGC00258849-01,4128,training,1.0,0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,1.0,
4129,NCGC00164588-01,YPIQVCUJEKAZCP-UHFFFAOYSA-N,NCGC00164588-01,4129,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
4130,NCGC00017258-04,UNBRKDKAWYKMIV-QWQRMKEZSA-N,NCGC00017258-04,4130,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4131,NCGC00091635-01,PNVJTZOFSHSLTO-UHFFFAOYSA-N,NCGC00091635-01,4131,training,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
4132,NCGC00016267-01,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,NCGC00016267-01,4132,training,,,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0
4133,NCGC00013272-01,IWDCLRJOBJJRNH-UHFFFAOYSA-N,NCGC00013272-01,4133,training,1.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0
4134,NCGC00016643-01,FMHHVULEAZTJMA-UHFFFAOYSA-N,NCGC00016643-01,4134,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4135,NCGC00166079-01,RCTGMCJBQGBLKT-PAMTUDGESA-N,NCGC00166079-01,4135,training,,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,,0.0,0.0
4136,NCGC00166411-01,KVKJFNUGVOFNGU-UHFFFAOYSA-N,NCGC00166411-01,4136,training,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,0.0
4137,NCGC00016833-01,WANGFTDWOFGECH-UHFFFAOYSA-N,NCGC00016833-01,4137,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4138,NCGC00016525-01,LPWNZMIBFHMYMX-MHKBYHAFSA-N,NCGC00016525-01,4138,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4139,NCGC00025098-01,AWKSVFLKVCVVFQ-MDZFRNKHSA-N,NCGC00025098-01,4139,training,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4140,NCGC00095173-01,YEJAJYAHJQIWNU-UHFFFAOYSA-N,NCGC00095173-01,4140,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4141,NCGC00015344-03,MHNSPTUQQIYJOT-SJDTYFKWSA-N,NCGC00015344-03,4141,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4142,NCGC00016049-02,PPWHTZKZQNXVAE-UHFFFAOYSA-N,NCGC00016049-02,4142,training,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
4143,NCGC00015335-09,PCHPORCSPXIHLZ-UHFFFAOYSA-N,NCGC00015335-09,4143,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4144,NCGC00015851-02,OGQDIIKRQRZXJH-UHFFFAOYSA-N,NCGC00015851-02,4144,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4145,NCGC00258732-01,DOQPXTMNIUCOSY-UHFFFAOYSA-N,NCGC00258732-01,4145,training,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0
4146,NCGC00095163-01,KNWODGJQLCISLC-UHFFFAOYSA-N,NCGC00095163-01,4146,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4147,NCGC00093685-01,XGDFITZJGKUSDK-NNNATCHMSA-N,NCGC00093685-01,4147,training,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4148,NCGC00091940-01,YSUCWSWKRIOILX-UHFFFAOYSA-N,NCGC00091940-01,4148,training,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
4149,NCGC00168784-01,OKKDEIYWILRZIA-OSZBKLCCSA-N,NCGC00168784-01,4149,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1.0
4150,NCGC00257853-01,ZUFVXZVXEJHHBN-UHFFFAOYSA-N,NCGC00257853-01,4150,training,0.0,1.0,0.0,0.0,,1.0,0.0,,,0.0,0.0,0.0,
4151,NCGC00016781-04,QNVKOSLOVOTXKF-PFWPSKEQSA-N,NCGC00016781-04,4151,training,,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4152,NCGC00164586-01,ZRFIFDFEDPJBII-UHFFFAOYSA-N,NCGC00164586-01,4152,training,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4153,NCGC00015985-03,TUIXDPUEMQXVHO-UHFFFAOYSA-N,NCGC00015985-03,4153,training,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
4154,NCGC00181107-01,XXDAXBZYUXLDRD-UHFFFAOYSA-N,NCGC00181107-01,4154,training,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0
4155,NCGC00167575-01,JKDNMUXKOJNCHS-UHFFFAOYSA-N,NCGC00167575-01,4155,training,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4156,NCGC00181041-01,DHNRXBZYEKSXIM-UHFFFAOYSA-N,NCGC00181041-01,4156,training,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
4157,NCGC00183104-01,WZGBZLHGOVJDET-UHFFFAOYSA-N,NCGC00183104-01,4157,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4158,NCGC00259579-01,ICUTUKXCWQYESQ-UHFFFAOYSA-N,NCGC00259579-01,4158,training,,1.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,1.0
4159,NCGC00184995-01,ADFOJJHRTBFFOF-RBRWEJTLSA-N,NCGC00184995-01,4159,training,,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,,0.0,1.0
4160,NCGC00090753-01,MQTOSJVFKKJCRP-BICOPXKESA-N,NCGC00090753-01,4160,training,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4161,NCGC00094777-01,JQXXHWHPUNPDRT-WLSIYKJHSA-N,NCGC00094777-01,4161,training,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,1.0,0.0
4162,NCGC00095159-01,HQQSBEDKMRHYME-UHFFFAOYSA-N,NCGC00095159-01,4162,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4163,NCGC00095066-01,AFJYYKSVHJGXSN-XHKIUTQPSA-N,NCGC00095066-01,4163,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4164,NCGC00016787-01,SZLZWPPUNLXJEA-LAFLMMDJSA-N,NCGC00016787-01,4164,training,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
4165,NCGC00015500-10,LNEPOXFFQSENCJ-UHFFFAOYSA-N,NCGC00015500-10,4165,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4166,NCGC00164544-01,ZRTQSJFIDWNVJW-OWBHPGMISA-N,NCGC00164544-01,4166,training,,1.0,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4167,NCGC00091400-01,HTKFORQRBXIQHD-UHFFFAOYSA-N,NCGC00091400-01,4167,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4168,NCGC00015513-04,NTYJJOPFIAHURM-UHFFFAOYSA-N,NCGC00015513-04,4168,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4169,NCGC00160386-01,WWSWYXNVCBLWNZ-QIZQQNKQSA-N,NCGC00160386-01,4169,training,,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,0.0
4170,NCGC00095832-01,GRRNUXAQVGOGFE-UKKLBUEASA-N,NCGC00095832-01,4170,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4171,NCGC00254649-01,IIPZYDQGBIWLBU-UHFFFAOYSA-N,NCGC00254649-01,4171,training,,0.0,0.0,,,,0.0,,1.0,0.0,0.0,1.0,1.0
4172,NCGC00256296-01,HETBKLHJEWXWBM-UHFFFAOYSA-N,NCGC00256296-01,4172,training,,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,0.0,0.0
4173,NCGC00159388-02,TZRXHJWUDPFEEY-UHFFFAOYSA-N,NCGC00159388-02,4173,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,
4174,NCGC00159461-02,YMARZQAQMVYCKC-YFNKSVMNSA-N,NCGC00159461-02,4174,training,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
4175,NCGC00160457-01,SRPNQDXRVRCTNK-UHFFFAOYSA-N,NCGC00160457-01,4175,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4176,NCGC00254070-01,HMXDWDSNPRNUKI-UHFFFAOYSA-N,NCGC00254070-01,4176,training,,0.0,0.0,,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,
4177,NCGC00016634-01,FQRHOOHLUYHMGG-BTJKTKAUSA-N,NCGC00016634-01,4177,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4178,NCGC00016681-01,IFLZPECPTYCEBR-VIEYUMQNSA-N,NCGC00016681-01,4178,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4179,NCGC00164336-01,XUIIKFGFIJCVMT-LBPRGKRZSA-N,NCGC00164336-01,4179,training,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,
4180,NCGC00093372-02,QIVBCDIJIAJPQS-SECBINFHSA-N,NCGC00093372-02,4180,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4181,NCGC00017045-01,AJZJIYUOOJLBAU-ZYIUJVGZSA-N,NCGC00017045-01,4181,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4182,NCGC00016978-01,FAEKWTJYAYMJKF-QHCPKHFHSA-N,NCGC00016978-01,4182,training,,0.0,1.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0
4183,NCGC00095777-01,OHXPGWPVLFPUSM-KLRNGDHRSA-N,NCGC00095777-01,4183,training,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
4184,NCGC00183830-01,WTOVRSWDBLIFHU-UHFFFAOYSA-N,NCGC00183830-01,4184,training,,,0.0,1.0,,0.0,,1.0,1.0,0.0,1.0,,1.0
4185,NCGC00016931-01,HMJIYCCIJYRONP-UHFFFAOYSA-N,NCGC00016931-01,4185,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4186,NCGC00018204-09,DDNCQMVWWZOMLN-IRLDBZIGSA-N,NCGC00018204-09,4186,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4187,NCGC00183103-01,AOBORMOPSGHCAX-AZAGJHQNSA-N,NCGC00183103-01,4187,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,
4188,NCGC00091512-04,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,NCGC00091512-04,4188,training,2.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,0.0,0.0
4189,NCGC00167457-01,BJJXHLWLUDYTGC-ANULTFPQSA-N,NCGC00167457-01,4189,training,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,,0.0,0.0
4190,NCGC00095227-01,RGCKGOZRHPZPFP-UHFFFAOYSA-N,NCGC00095227-01,4190,training,,1.0,0.0,0.0,0.0,,1.0,0.0,,0.0,,1.0,0.0
4191,NCGC00095148-01,UJVLDDZCTMKXJK-WNHSNXHDSA-N,NCGC00095148-01,4191,training,,0.0,1.0,1.0,1.0,,0.0,0.0,,0.0,,0.0,0.0
4192,NCGC00260459-01,AIGDHFJPKNZUOR-UHFFFAOYSA-N,NCGC00260459-01,4192,training,,1.0,0.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0
4193,NCGC00168781-01,WOXKDUGGOYFFRN-IIBYNOLFSA-N,NCGC00168781-01,4193,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4194,NCGC00163319-01,UDMBCSSLTHHNCD-KQYNXXCUSA-N,NCGC00163319-01,4194,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4195,NCGC00016251-08,DBABZHXKTCFAPX-UHFFFAOYSA-N,NCGC00016251-08,4195,training,1.0,0.0,1.0,0.0,,,1.0,0.0,,0.0,,0.0,0.0
4196,NCGC00017059-01,CJUOSBUQOWKEKJ-UHFFFAOYSA-N,NCGC00017059-01,4196,training,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
4197,NCGC00018237-03,NFACJZMKEDPNKN-UHFFFAOYSA-N,NCGC00018237-03,4197,training,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4198,NCGC00254364-01,RAPBNVDSDCTNRC-UHFFFAOYSA-N,NCGC00254364-01,4198,training,,1.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,1.0
4199,NCGC00013289-01,RQXCLMGKHJWMOA-UHFFFAOYSA-N,NCGC00013289-01,4199,training,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4200,NCGC00258755-01,DWTTZBARDOXEAM-GXTWGEPZSA-N,NCGC00258755-01,4200,training,,,0.0,0.0,,1.0,1.0,,,0.0,1.0,1.0,0.0
4201,NCGC00016043-03,VTJXFTPMFYAJJU-UHFFFAOYSA-N,NCGC00016043-03,4201,training,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0
4202,NCGC00016089-05,RGOVYLWUIBMPGK-UHFFFAOYSA-N,NCGC00016089-05,4202,training,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4203,NCGC00015519-05,VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCGC00015519-05,4203,training,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
4204,NCGC00091507-01,WQGWDDDVZFFDIG-UHFFFAOYSA-N,NCGC00091507-01,4204,training,3.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
4205,NCGC00184998-01,RYBJORHCUPVNMB-UHFFFAOYSA-N,NCGC00184998-01,4205,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4206,NCGC00090887-02,ZQBAKBUEJOMQEX-UHFFFAOYSA-N,NCGC00090887-02,4206,training,4.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4207,NCGC00013034-01,UOACKFBJUYNSLK-XRKIENNPSA-N,NCGC00013034-01,4207,training,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0
4208,NCGC00185990-01,BWHLPLXXIDYSNW-RFVHGSKJSA-N,NCGC00185990-01,4208,training,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0
4209,NCGC00256791-01,WLMZUANPXHJWCH-UHFFFAOYSA-N,NCGC00256791-01,4209,training,1.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0
4210,NCGC00095911-03,URKOMYMAXPYINW-UHFFFAOYSA-N,NCGC00095911-03,4210,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4211,NCGC00016250-01,GYJIXUBSGDFDNX-UHFFFAOYSA-L,NCGC00016250-01,4211,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4212,NCGC00179456-02,VPNYRYCIDCJBOM-UHFFFAOYSA-M,NCGC00179456-02,4212,training,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4213,NCGC00016239-01,PQMWYJDJHJQZDE-UHFFFAOYSA-M,NCGC00016239-01,4213,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,
4214,NCGC00093969-01,KEWHKYJURDBRMN-UHFFFAOYSA-M,NCGC00093969-01,4214,training,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
4215,NCGC00094324-02,VNYBTNPBYXSMOO-UHFFFAOYSA-M,NCGC00094324-02,4215,training,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
4216,NCGC00163219-01,AIXAANGOTKPUOY-UHFFFAOYSA-N,NCGC00163219-01,4216,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4217,NCGC00094197-01,RPJDIXRPQHHJFC-UHFFFAOYSA-N,NCGC00094197-01,4217,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4218,NCGC00017020-01,PJBQYZZKGNOKNJ-UHFFFAOYSA-M,NCGC00017020-01,4218,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4219,NCGC00167580-01,VYMAJVUGLWJGOO-JVQAMNNVSA-K,NCGC00167580-01,4219,training,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0
4220,NCGC00094630-01,IQWHCHZFYPIVRV-VLLYEMIKSA-I,NCGC00094630-01,4220,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4221,NCGC00255371-01,IINNWAYUJNWZRM-UHFFFAOYSA-L,NCGC00255371-01,4221,training,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0
4222,NCGC00167452-01,HDQXPMXHXZNPKE-UHFFFAOYSA-M,NCGC00167452-01,4222,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
4223,NCGC00181092-01,ZFHZUGUCWJVEQC-UHFFFAOYSA-M,NCGC00181092-01,4223,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4224,NCGC00017070-01,OCXSDHJRMYFTMA-KMFBOIRUSA-M,NCGC00017070-01,4224,training,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4225,NCGC00167838-01,QXPBTTUOVWMPJN-QBNHLFMHSA-M,NCGC00167838-01,4225,training,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4226,NCGC00164327-02,DGSDBJMBHCQYGN-UHFFFAOYSA-M,NCGC00164327-02,4226,training,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4227,NCGC00164057-01,LVDKZNITIUWNER-UHFFFAOYSA-N,NCGC00164057-01,4227,training,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
4228,NCGC00253984-01,LVDKZNITIUWNER-UHFFFAOYSA-N,NCGC00253984-01,4228,training,,0.0,0.0,,,0.0,0.0,,1.0,0.0,,0.0,0.0
4229,NCGC00094703-01,MOYKHGMNXAOIAT-JGWLITMVSA-N,NCGC00094703-01,4229,training,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
4230,NCGC00167423-01,AXKJGGRSAVLXTE-UHFFFAOYSA-M,NCGC00167423-01,4230,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
4231,NCGC00168267-01,KOUBEZAODVTFTG-UHFFFAOYSA-N,NCGC00168267-01,4231,training,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
4232,NCGC00091183-02,BSWWXRFVMJHFBN-UHFFFAOYSA-N,NCGC00091183-02,4232,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
4233,NCGC00181796-01,DEQANNDTNATYII-RRCPSWKPSA-N,NCGC00181796-01,4233,training,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
